"rnk","val","speech","context"
"lib2","2B","Mr. Speaker, one year ago Canada's negotiator on CETA told the trade committee that government had done internal analysis on the issue of drug costs. However, the minister refused us that study stating: “No, they're not available to this committee”. Now the Canadian Press, based on these studies, has confirmed our worst fear that European patents will increase Canadian drug costs by $2 billion per year. Will the minister admit to these additional drug costs to Canadians as a result of CETA, and will he now allow the committee access to that analysis in full?","drug costs"
"lib2","2B","Mr. Speaker, two former officials of the Minister of Finance's department have criticized, deeply, the pattern of secrecy and the abuse of Parliament by the government. The question is, now that the cat is out of the bag with respect to the $2 billion program which the government is intending to recapture and take away from the provinces, does the Prime Minister not agree that it is now time to consult, not broadly, simply saying it is consulting with all Canadians at all times, but to sit down with the provinces and talk about this program before the government suddenly announces it, springing it on the people of—","transfers to provinces"
"lib2","2B","Mr. Speaker, the Conservative plan for job training provides no new money, nothing incremental. The Conservatives will just claw back funds from the provinces, over $2 billion. For Saskatchewan, that is a cut of more than $60 million per year, hitting the province's single most important priority. Saskatchewan has that money at work, helping thousands of people in the job market: aboriginal people, immigrants, youth, the disabled and people with limited skills. Satisfaction rates are in the 90% range. Why does the federal government want to screw that up?","trade deficit"
"lib2","2B","Mr. Speaker, Canadians will pay nearly $2 billion more this year because of increased EI premiums. Meanwhile, the Conservatives have closed every youth employment centre in the country. The Conservatives' tariff hikes mean that Canadians will pay more for hundreds of everyday items. At the same time, they have lost the protection of search and rescue centres on both coasts. Why are the Conservatives forcing middle-class families to pay more taxes while receiving fewer services in return?","ei tax"
"lib2","2B","Mr. Speaker, in their last four budgets Conservatives have increased taxes on middle-class Canadians by billions and billions of dollars. Conservative tax increases on small businesses hurt the middle class. Conservative tax increases on payrolls hurt the middle class. Conservative tax increases on consumer goods hurt the middle class. Specifically, why does budget 2013 increase Conservative taxes on middle-class Canadians by nearly $2 billion every year?","ei tax"
"lib2","2B","Mr. Speaker, in budget 2013, on page 384, the Conservative government imposes $333 million per year in new Conservative taxes on consumer goods. On page 335, we see $550 million per year in new Conservative taxes on small businesses. On page 289, there is another $600 million per year in payroll taxes. That is not to mention taxes on credit unions, safety deposit boxes and more. There is close to $2 billion in new Conservative taxes on middle-class Canadians every year. Why?","ei tax"
"lib2","2B","Mr. Speaker, in budget 2013 the government increases taxes on middle-class Canadians by close to $2 billion every year. For example, on page 335, the Conservatives take $550 million more every year from the profits of small business owners. On page 289, there is a recurring payroll tax hike of another $600 million every year, an escalating, job-killing Conservative tax on every job in this country. Why does Conservative tax policy attack the middle class and all those who are working so hard to join the middle class?","ei tax"
"lib3","1B","Mr. Speaker, they are still working on it eight years later. In the 2008 election, the Conservatives' most expensive campaign promise was to reduce taxes on diesel fuel by nearly $1 billion each year. My question is for the Minister of Finance. It has been over five years. Has he reconsidered that promise as well?","diesel tax"
"lib3","1B","Mr. Speaker, Environment Canada's budget is about to be cut by 30%, from just over $1 billion to just under $700 million. Climate change and clean air programs will be cut by $179 million, from $234 million to $55 million. That is a whopping 77% cut to climate change programs. Is it any wonder that President Obama is deeply suspicious of the government's efforts to deal with GHG emissions? Will the minister tell us how a 77% cut will help her secure Keystone XL?","environment canada"
"lib3","1B","Mr. Speaker, once, a long time ago, the Conservatives promised Canadians a patient wait times guarantee. However, what Canadians got were longer wait times. I do not usually quote it, but the Fraser Institute reported that wait times cost our economy over $1 billion annually. Why have the Conservatives cut $250 million a year that was earmarked for the provinces to help reduce wait times? Why are they giving up on ensuring timely access to medical care? Do they not care any more?","wait times guarantee"
"lib3","1B","Mr. Speaker, there are two seasons in Canada: winter and construction. Every morning, GTA residents wake up to their daily nightmare, transit gridlock, which some estimates blame for a $1 billion annual loss in productivity. The $600 million the Conservatives owe the people of Ontario would go a long way toward alleviating GTA commuters' daily frustrations by financing a transit infrastructure fund. Where is the cheque?","gta gridlock"
"lib3","1B","Mr. Speaker, the United Nations has said that it still has a $1 billion shortfall in the fight against the Ebola crisis. Will this government encourage Canadians to make donations, as it did for Haiti, and will it match the donations?","ebola"
"lib3","1B","Mr. Speaker, I said a few stupid things when I was a Conservative. That is why I joined the Liberals: so I would no longer have to say stupid things. Income splitting does nothing to create growth or strengthen the economy. It costs the provinces over $1 billion a year, which is money that will be taken out of health care and education, and it puts the federal government back into a structural deficit, according to the PBO. When will the government listen to reason and scrap this bad plan?","income splitting"
"lib3","1B","Mr. Speaker, here is what is at stake for Canada in the Ring of Fire: 5,500 jobs; $25 billion in economic activity for our financial services, wholesale, retail, utilities, infrastructure, and manufacturing sectors; full participation of first nation communities. Ontario has brought $1 billion to the table. An independent development corporation has been set up. Corporate investors are on standby. Time is of the essence. Will the Prime Minister meet with Ontario's premier by the end of this year, do his job, and support this project of national significance?","ring of fire project"
"lib3","1B","Mr. Speaker, speaking of bad choices, since 2006, the government has made new promises to returning soldiers and veterans totalling $1.1 billion, but those promises were broken. The programs and services were never delivered. The government pocketed the cash. What did it do with it? Since 2006, it blew it on nearly $750 million in tax-paid government advertising. How can it justify swiping $1 billion from veterans while wasting hundreds of millions on its own self-indulgence?","veterans affairs"
"lib3","1B","Mr. Speaker, despite our soldiers' pleas, the government closed nine veterans' service centres to save a few million dollars. We have learned that Veterans Affairs Canada has returned over $1 billion in unspent money to the Treasury since the Conservatives took office in 2006. During that same period, the government spent $743 million in advertising. Can the government explain why it places a higher priority on advertising to get re-elected than it does on taking care of our veterans?","veterans affairs"
"lib3","1B","Mr. Speaker, the Conservatives robbed our brave veterans when they cut over $1 billion instead of funding vital programs and services. They spent $750 million in self-serving ads and are cynically trying to balance the budget on the backs of veterans suffering from PTSD. Veterans are waiting eight months for assistance. Veterans are travelling hours to see a case worker because Conservatives closed nine Veterans Affairs offices. Why do the Conservatives pretend to support our veterans when the facts clearly show that they abandoned them in their time of need?","veterans affairs"
"lib3","1B","Mr. Speaker, our veterans had every reason to be furious when the government announced that it was closing nine service centres in order to save a few million dollars. Now we have learned that Veterans Affairs has returned over $1 billion in unspent funding to the public treasury since 2006. What is the government doing with that money? It is spending $743 million on ads to get re-elected. If the government really wants to save money, why not make cuts to propaganda instead of veterans' service centres?","veterans affairs"
"lib3","1B","Mr. Speaker, in the past decade, we have lost more men and women in uniform to suicide than we did in Afghanistan. The Auditor General's report said that mental health support for our veterans was very slow, complex, poorly communicated, not tracked and not comprehensive enough. Why would the Prime Minister deliberately underspend over $1 billion in funding for our veterans?","veterans affairs"
"lib3","1B","Mr. Speaker, the Auditor General's report shows the government is failing to provide the mental health services our veterans need and deserve. Refusing to provide timely access to those services is undeniable. One in five applicants for mental health care and other services are waiting upwards of eight months just for an approval. That is double the department's benchmark. Also, because it does not collect data, the government cannot even demonstrate that services are even effective. Why have the Conservatives short-changed our veterans by over $1 billion instead of investing the funds needed for adequate mental health services?","veterans affairs"
"lib3","1B","Mr. Speaker, the Minister of Veterans Affairs failed to deliver over $1 billion in support for veterans, which was promised by the government and voted on by this Parliament. He closed eight specialized service centres across the country. Veterans are forced to wait months, even years, for the most basic mental health services. When a new program gets announced, the minister misleads veterans by claiming that it will be delivered in six years, when it will really be spread over 50 years. There is no trust or credibility left. Will the minister simply stop the travesty and resign?","veterans affairs"
"lib3","1B","Mr. Speaker, the Minister of Veterans Affairs' level of incompetence is staggering. He ignored veterans' pleas and closed eight service centres; he held back $1 billion even as the government wasted $743 million on self-promoting ads; and he misled veterans by talking about a six-year, $200-million program even though he knew it was for 50 years. It is clear that the minister is incapable of doing his job. When will the Prime Minister show him the door?","veterans affairs"
"lib3","1B","Mr. Speaker, the government members should be appalled, not applauding, especially in light of the scathing Auditor General's report that showed some veterans waited months, if not years, for access to mental health services. There is the lapsing of well over $1 billion promised for veterans services and now the rewarding of officials for denying services to our brave veterans. Are they still prepared to clap for a minister whose sole legacy is the shafting of Canadian veterans? When will the Prime Minister take action and punt the minister?","veterans affairs"
"lib3","1B","Mr. Speaker, savage cuts to front-line services are indefensible, and all the while the minister paid his managers hundreds of thousands of dollars in bonuses as they destroyed the department's ability to help our veterans, this on top of letting over $1 billion for veterans go unspent, excessive wait times for mental health, and ignoring the unanimous recommendations of the veterans committee. There was once a minister willing to stand up to the Prime Minister, but unfortunately Jim Flaherty is gone now. When will the Minister of Veterans Affairs stop the Prime Minister from making these callous cuts and misleading veterans and Canadians?","veterans affairs"
"lib3","1B","Mr. Speaker, the Minister of Veterans Affairs has overseen the clawback of over $1 billion that Parliament approved for veterans. He has cut front-line services that veterans desperately need. He has rewarded staff with thousands of dollars for denying veterans access to mental health services. Does the Prime Minister really believe that no one else in the Conservative caucus can do a better job than the current minister? What message is he sending to Canadians who elected the other Conservative MPs?","veterans affairs"
"lib3","1B","Mr. Speaker, over the past three weeks, we have learned that Veterans Affairs Canada has clawed back over $1 billion, that it has laid off one-quarter of its staff, that veterans are waiting for months or years for mental health services, that the minister misled us regarding the funding of $200 million that is really going to be spread over 50 years, and that the so-called cuts to administrative services are really going to affect front-line services and employees. When will the Prime Minister remove this incompetent and insensitive minister?","veterans affairs"
"lib3","1B","Mr. Speaker, over $1 billion in support for veterans was promised by the government, approved by Parliament, but never delivered. Eight specialized service centres were closed. Hundreds of front-line support staff were fired. Mental health wait times for vets stretched for dangerous months and years. However, the minister increased his political staff fourfold. He increased his advertising. He paid hundreds of thousands of dollars to bonus senior managers if they slashed veterans services. By any decent standard, how is that acceptable?","veterans affairs"
"lib3","1B","Mr. Speaker, the government's annual cost estimate for replacing Canada's aging CF-18 fighter jets is a shocker. There is another $1 billion price hike for the F-35s that it planned to sole-source as Canada's largest military acquisition ever, with no competition, and still more delays will mean still higher costs. Will the Conservatives stop this ongoing fiasco and commit to Canadians that they will hold an open and transparent competition to replace these important jets?","f-35"
"lib3","1B","Mr. Speaker, the Conservatives prevented the Department of Veterans Affairs from spending more than $1 billion that had been promised to veterans, and now we have learned that they plan on spending $1.7 billion on a new plane. National Defence spends its entire budget, but the Conservatives make sure that the Department of Veterans Affairs cannot do the same. Why do the Conservatives always put veterans last?","veterans affairs"
"lib3","1B","Mr. Speaker, the treatment of our veterans by Conservatives is a national disgrace. The minister has clawed back over $1 billion from veterans. He has gutted the department, firing 1,000 front-line staff who delivered critical health services. He told those who suffered from PTSD to take a number. He closed nine specialized service centres. Canadians are appalled by this shameful Conservative neglect of veterans. The government has a sacred obligation to veterans, and it failed. When will the Prime Minister stop defending and fire this minister?","veterans affairs"
"lib3","1B","Mr. Speaker, the government's own former employment minister said “wage rates have barely kept pace with inflation...”. Economic growth is also crucial to balancing the government's books. Conservatives have failed to generate growth, so they have to concoct a balance: 70% of infrastructure funds get punted into 2019, $1 billion gets clawed back from veterans, $10 billion is gone from DND, and the Mounties cannot keep up with child porn. Why? It is so that those earning $233,000 can get the biggest tax break. How smart is that?","veterans affairs"
"lib3","1B","Mr. Speaker, I would ask the Minister of Finance to present a budget, but if it is like the last one, maybe I do not want to hear the budget. Only two years ago, bridges and transit had a $2.4 billion annual investment by the federal government, which has now shrunk to just over $200 million. The mayor of Vancouver has confirmed that his city received zero dollars from the new building Canada fund. It is unbelievable. The impact of this is absolutely obvious. Vancouver now has the worst gridlock in Canada, a direct result of the current government's indifference. It is costing $1 billion a year. When will the Conservative government fund infrastructure? Where is the budget?","infrastructure"
"lib3","1B","Mr. Speaker, shame on the government, indeed, for doubling the TFSA is irresponsible. In a few short years, the costs will be over $1 billion a year, but then by 2040, it will be over $10 billion per year. Yesterday, the Minister of Finance admitted that this a problem and he said, “Why don't we leave that to [the] Prime Minister's granddaughter to solve that problem”. Does the Prime Minister agree with his finance minister that fiscal sustainability is a problem for his granddaughter's generation and not for him? Why is he putting a reverse home mortgage on Canada's fiscal house to pay for his election giveaways to the rich?","tax free savings accounts"
"lib3","1B","Mr. Speaker, the people of B.C. have spoken loud and clear. In a historic referendum they rejected the HST tax grab that the Prime Minister rammed through the House. Now the Conservatives are planning to punish British Columbians. Forcing them to pay back over $1 billion is a spiteful reaction to the province's fair and democratic decision. When will the government agree to respect voters and treat B.C. voters fairly?","hst"
"lib3","1B","Mr. Speaker, for months now the government has been saying that the price per plane for the F-35 is $75 million. In light of statements made yesterday, the cost must have gone up to at least $125 million per plane. This leaves less than $1 billion for engines, spare parts, training, maintenance, initial suite of weapons, and everything else. The numbers just do not add up. In light of these new figures, would the Minister of National Defence now agree that the Parliamentary Budget Officer and the Congressional budget officer were right all along?","f-35"
"lib3","1B","Mr. Speaker, the United States has ratified its free trade agreement with South Korea. However, Canada is missing in action again. While the minister flits around all over the world talking trade, Canada continues to lose markets in established countries. South Korea, until now, imported over $1 billion of pork and beef. Now, as tariffs go down for the United States, we can expect our product to be displaced. Why has the minister sold out the Canadian pork industry? Is it really because the government has failed to negotiate a secure auto pact for both sides?","meat exports"
"lib3","1B","Mr. Speaker, after squandering $1 billion on gazebos and glow sticks, the man responsible for cost-cutting has now taken aim at the pensioners of tomorrow. But the President of the Treasury Board has another job: political responsibility for over 3.4 million baby boomers in Ontario, the same people soon to turn age 65. The government has caviar tastes when it comes to jets and jails, but a baloney budget when it comes to seniors. Which side is the minister on? Will he fight to protect pensions or is he going to lead the charge in slashing the budgets of senior citizens in Canada? Tell us which--","g8 slush fund"
"lib3","1B","Mr. Speaker, I am not sure that I understood the answer. I would like to quote the Minister of National Defence, who said on December 15, 2010 in the House of Commons, “Here is the truth. The truth is that the cancellation of the F-35 purchase could cost this country up to $1 billion.” And yet, no contract has yet been signed. Can the minister explain to Canadians what he meant?","f-35"
"lib3","1B","Mr. Speaker, as of March 15, the United States has implemented the full range of its free trade agreement with South Korea. The minister should know this is one of Canada's most important and established markets for Canadian pork and beef. The government talks of opening markets, but continues to allow established markets to slip away. Why is the government failing our beef and pork industry in a market that is worth $1 billion and when will it stand up, level the playing field and negotiate for the benefit of Canadians' hog and beef industry?","meat exports"
"lib3","1B","Mr. Speaker, we appear to have a Minister of National Defence who cannot defend himself. He further stated: Let me repeat it. $9 billion. I have no idea where these other figures are coming from. They’re simply made up — or they’re guessing. If this procurement is cancelled … so another competition can be held, it will cost taxpayers $1 billion and will create an operational gap for the air force in the future. “Everyone else is wrong, I'm right, they're making it up”. Will the minister apologize to Canadians and resign?","f-35"
"lib3","1B","Mr. Speaker, there were major job losses in Canada yesterday with the closure of Best Buy, Future Shop and other retail operations. The sales staff in those stores were largely young people; smart, tech savvy and getting their first job experience. Now, those jobs are gone, hundreds of them. At a time when youth employment remains at punishing recession-like levels, draining more than $1 billion every year from Canadian incomes, what new initiatives is the government prepared to launch to give some hope and some help to jobless young Canadians?","youth unemployment"
"lib3","1B","Mr. Speaker, by 2015, the government will have spent nearly $1 billion on partisan advertising. That is nearly three times what it spent on food safety this year, twice as much as what it spent on public health and more than 10 times what it spent on search and rescue. The Conservatives spent $1 billion on its economic action plan ads. I would just like everybody to imagine what we could have really done, what Canadians could have done with that $1 billion. When is the government going to stop this wasteful spending of taxpayer money and put that money where it is supposed be, which is in the pockets of Canadians, helping Canadians?","partisan ads"
"lib3","1B","Mr. Speaker, despite their $1 billion ad campaign to the contrary, Conservatives have no plan for prosperity for the middle class. Instead, they repeatedly punish the middle class. Conservatives taxed income trusts, wiping out billions of dollars in retirement savings. They made old age security harder to get, and the Conservative PRPP scheme is nothing other than a joke. Seventy per cent of Canadians have no pension, yet Conservative incompetence is making it harder to retire with dignity. Why does the Prime Minister want poverty to be part of retirement for the middle class?","partisan ads"
"lib4","200M","Mr. Speaker, let us put the new infrastructure funding cut into perspective. Ten years ago, the federal government committed $500 million for just one investment: the Canada line to Vancouver airport. However, today, the Conservatives' fund is down to just $200 million for an entire country. Vancouver's Broadway corridor generates billions in economic activity. However, to grow, it urgently needs rapid transit. Why are the Conservatives making our cities wait years longer for help with their critical infrastructure investments? Why are they sabotaging them rather than supporting them?","infrastructure"
"lib4","200M","Mr. Speaker, despite our soldiers' pleas, the Conservatives closed nine veterans' service centres this year. They preferred to spend $743 million on partisan propaganda. Although there have been 160 military suicides in the past decade, the Conservatives preferred to keep $1.1 billion that was allocated to veterans. Today, the day before the Auditor General is set to release a report, they are making a last-minute promise to allocate $200 million over six years to help veterans with mental health issues. Why should our veterans believe this government?","veterans"
"lib4","200M","Mr. Speaker, last week, the parliamentary secretary admitted that Veterans Affairs sent $1.13 billion back to the treasury, instead of spending it on veterans. This weekend, the minister contradicted his parliamentary secretary, saying that the money is recycled into veterans programs, but all we ever see are self-serving TV ads. Now facing a mounting backlash, and on the eve of the Auditor General's report, the Conservatives have announced inadequate funding for veterans and their families, a fraction of the $1.13 billion. Can the minister tell us now, of this $200 million announcement, how much do they plan to lapse?","veterans"
"lib4","200M","Mr. Speaker, in response to the Auditor General's scathing report, the Conservatives tried to mislead veterans and their families. They said that the $200 million that they promised for veterans would be spent over a period of six years. However, we now know that the money will be spent over a period of 50 years. Fifty years. How can the government defend such subterfuge?","veterans"
"lib4","200M","Mr. Speaker, in its own press release, the government spoke of “providing an additional investment of approximately $200 million over the next six years”, when, in fact, the investment is over 50 years. We know the government is ashamed of this paltry $200 million over 50 years attempt to mislead the veterans. Why else would the website announcing the program have disappeared from the Internet? How can the government explain these actions?","veterans"
"lib4","200M","Mr. Speaker, the Minister of Veterans Affairs' level of incompetence is staggering. He ignored veterans' pleas and closed eight service centres; he held back $1 billion even as the government wasted $743 million on self-promoting ads; and he misled veterans by talking about a six-year, $200-million program even though he knew it was for 50 years. It is clear that the minister is incapable of doing his job. When will the Prime Minister show him the door?","veterans"
"lib4","200M","Mr. Speaker, my question is for the Minister of Veterans Affairs. Is the program that the government announced last week for $200 million over 6 years or over 50 years?","veterans"
"lib4","200M","Mr. Speaker, veterans deserve honesty and they deserve to be a priority. To mitigate the damaging Auditor General's report, the Prime Minister trumpeted $200 million in veterans funding, hoping we would not see the small print that explained it was to be given over 50 years. Why billions for immediate tax breaks that help wealthy families like the Prime Minister's or my own, but only pennies for veterans?","veterans"
"lib4","200M","Mr. Speaker, over the past three weeks, we have learned that Veterans Affairs Canada has clawed back over $1 billion, that it has laid off one-quarter of its staff, that veterans are waiting for months or years for mental health services, that the minister misled us regarding the funding of $200 million that is really going to be spread over 50 years, and that the so-called cuts to administrative services are really going to affect front-line services and employees. When will the Prime Minister remove this incompetent and insensitive minister?","veterans"
"lib4","200M","Mr. Speaker, we have heard that answer before. In fact, we have heard it countless times. What the government needs to understand is that the program it has put together is not working for cities. It does not work in cities. In fact, the program is back-end loaded. That is the problem. What we have seen is a 90% cut in infrastructure spending. What has happened is that it was $2 billion two years ago; it is $200 million now. This is hurting cities across this country. The question is very simple. Municipalities cannot wait. Cities cannot wait. Canadians cannot wait. Why will the government not fix the program now and spend the money now so that cities can get back to building infrastructure that we need in this country now?","veterans"
"lib4","200M","Mr. Speaker, the Canadian Federation of Agriculture and the Canadian Young Farmers are in Ottawa. I met with many of them this week and they tell me that there is a great future in agriculture, but their biggest concern is how the government is treating them, especially the business risk management programs, which have been cut by over $200 million per year. With so much potential for agriculture, why are the Conservatives cutting this very important funding?","agriculture"
"lib4","200M","Mr. Speaker, two years ago, the government set up a $200 million fund to support advanced manufacturing in Ontario, but as of now, it has not spent one penny. Since the government came to office, Ontario manufacturing jobs are down a staggering 25% and exports down 20%, yet Conservatives have not spent a penny of the fund. Is the Prime Minister so disconnected from the economy that he no longer cares about struggling middle-class Canadians in the manufacturing sector?","manufacturing in ontario"
"lib4","200M","Mr. Speaker, yesterday when asked about the government's weak commitment to southern Ontario's manufacturing, the minister flippantly answered with spin. Ontario families who have lost their manufacturing jobs are sick and tired of his spin. They are looking for jobs. It has been more than two years since Parliament authorized over $200 million to help rebuild Ontario's struggling manufacturing sector. Can the minister list even five projects that have been funded by the advanced manufacturing sector specifically or is he just going to give us more spin?","manufacturing in ontario"
"lib4","200M","Mr. Speaker, I would ask the Minister of Finance to present a budget, but if it is like the last one, maybe I do not want to hear the budget. Only two years ago, bridges and transit had a $2.4 billion annual investment by the federal government, which has now shrunk to just over $200 million. The mayor of Vancouver has confirmed that his city received zero dollars from the new building Canada fund. It is unbelievable. The impact of this is absolutely obvious. Vancouver now has the worst gridlock in Canada, a direct result of the current government's indifference. It is costing $1 billion a year. When will the Conservative government fund infrastructure? Where is the budget?","infrastructure"
"lib4","200M","Mr. Speaker, every year, the Conservative government intentionally underspends in excess of $200 million. This is now five years in a row that has taken place. Every member of this chamber, I am sure, is aware of the many reserves that rely on boiling their water in order to have drinking water. Many reserves are on an advisory. Every member is aware of the deficiencies in education within the reserves. How does the Conservative government justify stealing over $200 million a year in the past five years when the needs are so great in Canada's first nations—","aboriginal"
"lib4","200M","Mr. Speaker, the Minister of National Defence made a public declaration that, while a guest at a luxury fishing lodge, neither his host nor his companions had any business dealings with the Government of Canada, and yet the facts speak very differently. Mr. Rob Crosbie is a political appointee in control of a federal crown corporation that receives $200 million in annual subsidies from which he draws a personal salary. How does the minister square this contradiction and, while I am on my feet, was the fish this big or just this big?","marine atlantic"
"lib4","200M","Mr. Speaker, the minister is about to defend the gutting of $200 million from Veterans Affairs. I can see that he has his PMO script all ready to go. Why did Veterans Affairs spend $3 million on backdrops--","veterans affairs"
"lib4","200M","Why did Veterans Affairs spend almost $3 million on photo ops while gutting the department by $200 million? Why are there millions for PR stunts but nothing but cutbacks for the people who really matter, our veterans?","veterans affairs"
"lib4","200M","Mr. Speaker, the Conservatives are shortchanging our brave veterans by cutting more than $200 million from their budget. Today at committee the Liberals fought back and won a small victory for the vets. Our motion to study these massive cuts passed because Conservative members did not show up to the veterans affairs committee on time today to defeat it. Would the minister commit to appear at committee and explain why he is cutting support to our veterans, and will he be on time?","veterans affairs"
"lib4","200M","Mr. Speaker, Remembrance Day approaches. The Conservatives are commemorating this occasion by cutting more than $200 million in funding to Veterans Affairs and axing more than 500 jobs. They suggest that the cuts will be absorbed through attrition, which is false, and by calculating the mortality rate of veterans, which is offensive. The ombudsman says that new vets are outpacing the death rate of older vets. No one believes the minister except the echo chamber around him. When will Conservatives stop their assault on veterans and exempt the department from cuts?","veterans affairs"
"lib4","200M","Mr. Speaker, first the government robbed wheat farmers of their right to vote. Now we know the minister is taking wheat farmers' money to fund his folly. In an eleventh hour act of desperation, the government has increased the cap on the Wheat Board's contingency fund from $60 million to $200 million to fund its own ideological obsession with killing the single desk. That is money that should rightfully be returned to farmers. When did the government get into highway robbery and when will the minister do the right thing and give farmers back their hard-earned money?","wheat board"
"lib4","200M","Mr. Speaker, the Conservatives cut off debate on the Canadian Wheat Board in the House twice and they tied the committee's hands behind its back. They tried and failed to pre-emptively cut off debate in the Senate. They ignored the farmer vote. They are deaf to farmers' voices. They have taken their clout away, and now $200 million of their hard-earned dollars and put our national food sovereignty in jeopardy. Could the minister tell the House if he gave a second thought to how he is disfiguring western provinces and rural life with his ideological steamroller?","wheat board"
"lib4","200M","Mr. Speaker, to distract us from the minister's incompetence and to counter its miserable record on the environment, this government has announced with gusto a paltry $120 million annually to fight climate change in Canada. In the past three years, Quebec alone has invested almost twice that amount, $200 million per year. Do the Conservatives really believe that such a pittance will make us forget the six years of inaction, obstruction, ignorance and bad faith?","climate change"
"lib4","200M","Mr. Speaker, in their accountability election platform, the Conservatives promised to require ministers and senior government officials to record their contacts with lobbyists. The Lobbying Commissioner's report is clear that the government broke this promise because it failed to blow the whistle on two well-connected Conservative operatives who used their privileged access to lobby five ministers for nearly $200 million in contracts. Will the Attorney General finally get tough on Conservative crime and lay criminal charges against Jaffer and Glémaud?","lobbying"
"lib4","200M","Mr. Speaker, we listened to Hubert Lacroix's speech and, contrary to what the minister says, this is a sad day, not only for Canada's Francophonie, but also for culture and for the regions. Financial pressure is forcing the CBC to cut over $200 million. Not only will this affect analog airwaves, but the CBC is also saying it will have to scale back its plans to expand local service, digital specialty channels, signature events and cross-cultural programming. What does the minister have against the CBC? Why will he not stand up for the interests of Canadians and the Francophonie?","cbc"
"lib4","200M","Mr. Speaker, I appreciate the answer from the minister, but the fact remains that in 2013-14, that is to say the fiscal year under way, the government is actually going to be spending $1.5 billion less in the fund that last year was $1.7 billion. This year it is simply going to be $200 million. How can the minister stand up and say this is great news for the municipalities, when, in fact, they are going to be spending $1.5 billion less?","infrastructure"
"lib4","200M","Mr. Speaker, I will give the minister another chance to explain to people why the government will be spending $200 million under budget 2013-14, when it spent $1.7 billion last year. The minister must recognize that having less money in this year's budget than in last year's is a problem. In our opinion, that is what is wrong with the government's plan.","infrastructure"
